stage,fate,area1,area2,class,action,location
juvenile,juvenile,16.79,9.82,porites astreoides,shrink,t
adult,adult,149.1,101.17,porites astreoides,shrink,t
intermediate,intermediate,66.77,53.81,porites astreoides,shrink,t
intermediate,juvenile,61.77,44.95,porites astreoides,shrink,t
intermediate,juvenile,62.68,47.49,porites astreoides,shrink,t
juvenile,juvenile,10.62,1.35,porites astreoides,shrink,t
juvenile,juvenile,16.19,13.1,porites astreoides,shrink,t
juvenile,juvenile,35.73,28.73,porites astreoides,shrink,t
juvenile,juvenile,1.68,0.68,porites astreoides,shrink,t
juvenile,juvenile,42.26,38.17,porites astreoides,shrink,t
juvenile,juvenile,1.72,0.96,porites astreoides,shrink,t
juvenile,juvenile,11.53,7,porites astreoides,shrink,t
juvenile,juvenile,38.11,34.22,porites astreoides,shrink,t
juvenile,juvenile,1.14,0.5,porites astreoides,shrink,t
juvenile,juvenile,5.04,3.59,porites astreoides,shrink,t
juvenile,juvenile,23.71,19.07,porites astreoides,shrink,t
intermediate,juvenile,51.41,35.89,porites astreoides,shrink,t
juvenile,juvenile,41.64,19.23,porites astreoides,shrink,t
juvenile,juvenile,10.84,8.96,porites astreoides,shrink,t
juvenile,juvenile,8.89,7,porites astreoides,shrink,t
juvenile,juvenile,10.51,8.81,porites astreoides,shrink,t
juvenile,juvenile,21.59,14,porites astreoides,shrink,t
juvenile,juvenile,18.52,15.21,porites astreoides,shrink,t
NA,juvenile,0,2.42,porites astreoides,born,t
juvenile,dead,2.91,0,porites astreoides,dead,t
juvenile,dead,10.02,0,porites astreoides,dead,t
juvenile,dead,3.73,0,porites astreoides,dead,t
juvenile,juvenile,42.49,46.26,porites astreoides,grow,t
juvenile,juvenile,32.09,36.56,porites astreoides,grow,t
juvenile,juvenile,26.61,39.76,porites astreoides,grow,t
juvenile,juvenile,10.92,14.16,porites astreoides,grow,t
juvenile,intermediate,39.08,58.95,porites astreoides,grow,t
juvenile,juvenile,6.53,9.19,porites astreoides,grow,t
juvenile,juvenile,28.27,41.63,porites astreoides,grow,t
juvenile,juvenile,37.7,44.16,porites astreoides,grow,t
juvenile,juvenile,1.38,2.12,porites astreoides,grow,t
juvenile,juvenile,19.45,29.57,porites astreoides,grow,t
juvenile,juvenile,9.18,13.82,porites astreoides,grow,t
intermediate,intermediate,62.14,72.59,porites astreoides,grow,t
juvenile,juvenile,15.61,20,porites astreoides,grow,t
juvenile,juvenile,6.22,11.3,porites astreoides,grow,t
juvenile,juvenile,8.46,10.04,porites astreoides,grow,t
juvenile,juvenile,15.6,21.66,porites astreoides,grow,t
juvenile,juvenile,19.6,24.99,porites astreoides,grow,t
juvenile,juvenile,2.81,4.69,porites astreoides,grow,t
juvenile,juvenile,26.84,29.52,porites astreoides,grow,t
juvenile,intermediate,47.11,54.14,porites astreoides,grow,t
juvenile,intermediate,47.61,56.83,porites astreoides,grow,t
juvenile,juvenile,8.12,9.91,porites astreoides,grow,t
juvenile,juvenile,33.62,42.27,porites astreoides,grow,t
juvenile,juvenile,31.01,34.42,porites astreoides,grow,t
juvenile,juvenile,9.42,12.33,porites astreoides,grow,t
juvenile,juvenile,3.66,4.93,porites astreoides,grow,t
juvenile,juvenile,40.12,49.15,porites astreoides,grow,t
juvenile,juvenile,19.02,25.14,porites astreoides,grow,t
juvenile,juvenile,6.85,13.5,porites astreoides,grow,t
juvenile,juvenile,0.71,5.98,porites astreoides,grow,t
juvenile,juvenile,1.47,3.62,porites astreoides,grow,t
juvenile,juvenile,28.42,32.3,porites astreoides,grow,t
juvenile,juvenile,22.12,27.37,porites astreoides,grow,t
adult,adult,147.95,174.71,porites astreoides,grow,t
juvenile,juvenile,23.41,29.48,porites astreoides,grow,t
juvenile,juvenile,28.47,32.97,porites astreoides,grow,t
juvenile,juvenile,18.7,26.99,porites astreoides,grow,t
juvenile,juvenile,12.21,14.93,porites astreoides,grow,t
juvenile,intermediate,44.98,50.66,porites astreoides,grow,t
juvenile,juvenile,4.03,5.91,porites astreoides,grow,t
juvenile,juvenile,38.34,47.63,porites astreoides,grow,t
juvenile,juvenile,37.02,46.72,porites astreoides,grow,t
juvenile,juvenile,32.64,45.49,porites astreoides,grow,t
juvenile,juvenile,27.24,37.36,porites astreoides,grow,t
juvenile,juvenile,35.9,47.24,porites astreoides,grow,t
intermediate,intermediate,52.51,80.18,porites astreoides,grow,t
juvenile,juvenile,26.84,49.83,porites astreoides,grow,t
juvenile,juvenile,17.31,30.54,porites astreoides,grow,t
juvenile,juvenile,5.7,7.77,porites astreoides,grow,t
juvenile,juvenile,11.49,12.72,porites astreoides,grow,t
juvenile,juvenile,12.79,14.55,porites astreoides,grow,t
intermediate,intermediate,62.52,80.26,porites astreoides,grow,t
juvenile,juvenile,8.82,16.25,porites astreoides,grow,t
juvenile,juvenile,2.2,2.97,porites astreoides,grow,t
intermediate,adult,87.73,128.38,porites astreoides,grow,t
intermediate,adult,98.07,118.72,porites astreoides,grow,t
juvenile,juvenile,2.17,6.32,porites astreoides,grow,t
juvenile,juvenile,19.93,22.45,porites astreoides,grow,t
juvenile,intermediate,43.38,54.43,porites astreoides,grow,t
juvenile,juvenile,36.77,42.39,porites astreoides,grow,t
juvenile,juvenile,27.65,40.23,porites astreoides,grow,t
juvenile,juvenile,5.48,10.63,porites astreoides,grow,t
juvenile,juvenile,10.16,15.36,porites astreoides,grow,t
juvenile,juvenile,1.15,1.29,porites astreoides,grow,t
juvenile,juvenile,10.37,16.57,porites astreoides,grow,t
juvenile,juvenile,2.13,7.63,porites astreoides,grow,t
juvenile,juvenile,9.03,12.4,porites astreoides,grow,t
juvenile,juvenile,1.92,3.92,porites astreoides,grow,t
juvenile,juvenile,19.33,29.57,porites astreoides,grow,t
juvenile,juvenile,8.66,15.67,porites astreoides,grow,t
adult,adult,117.83,126.69,porites astreoides,grow,t
juvenile,juvenile,5.61,9.71,porites astreoides,grow,t
juvenile,juvenile,1.81,4.31,porites astreoides,grow,t
juvenile,intermediate,25.27,90.69,porites astreoides,n/s,t
juvenile,intermediate,46.77,90.69,porites astreoides,n/s,t
juvenile,juvenile,29.67,16.25,porites astreoides,n/s,t
juvenile,juvenile,29.67,5.48,porites astreoides,n/s,t
juvenile,juvenile,22.61,3.34,porites astreoides,n/s,t
juvenile,juvenile,22.61,7.04,porites astreoides,n/s,t
juvenile,juvenile,22.61,7.06,porites astreoides,n/s,t
juvenile,juvenile,25.78,13.91,porites astreoides,n/s,t
juvenile,juvenile,25.78,7.46,porites astreoides,n/s,t
juvenile,juvenile,4.98,5.13,porites astreoides,same,t
juvenile,juvenile,4.29,4.33,porites astreoides,same,t
juvenile,juvenile,28,27.74,porites astreoides,same,t
juvenile,juvenile,48.38,47.02,porites astreoides,same,t
juvenile,juvenile,31.54,32.3,porites astreoides,same,t
juvenile,juvenile,24.83,25.29,porites astreoides,same,t
intermediate,intermediate,63.51,63.75,porites astreoides,same,t
intermediate,intermediate,86.78,86.83,porites astreoides,same,t
juvenile,juvenile,2.33,2.33,porites astreoides,same,t
adult,adult,124.1,128.43,porites astreoides,same,t
intermediate,intermediate,85.38,87.13,porites astreoides,same,t
intermediate,intermediate,84.97,87.57,porites astreoides,same,t
juvenile,juvenile,25.77,26.7,porites astreoides,same,t
juvenile,juvenile,33.6,32.42,porites astreoides,same,t
juvenile,juvenile,32.03,30.51,porites astreoides,same,t
intermediate,intermediate,57.8,55.55,porites astreoides,same,t
juvenile,juvenile,4.22,4.34,porites astreoides,same,t
intermediate,intermediate,79.88,80.69,porites astreoides,same,t
adult,adult,105.07,104.51,porites astreoides,same,t
adult,adult,112.26,111.86,porites astreoides,same,t
juvenile,juvenile,49.9,43.69,porites astreoides,shrink,t
juvenile,juvenile,19.23,15.05,porites astreoides,shrink,t
intermediate,juvenile,57.86,35.9,porites astreoides,shrink,t
intermediate,intermediate,81.13,76.84,porites astreoides,shrink,t
juvenile,juvenile,44.23,31.74,porites astreoides,shrink,t
juvenile,juvenile,13.59,11.52,porites astreoides,shrink,t
intermediate,juvenile,64.63,43.22,porites astreoides,shrink,t
juvenile,juvenile,12.33,7.94,porites astreoides,shrink,t
juvenile,juvenile,9.73,8.62,porites astreoides,shrink,t
juvenile,juvenile,33.8,19.22,porites astreoides,shrink,t
juvenile,juvenile,19.97,7.95,porites astreoides,shrink,t
juvenile,juvenile,12.42,11.2,porites astreoides,shrink,t
juvenile,juvenile,2.59,2.31,porites astreoides,shrink,t
adult,adult,131.3,109.53,porites astreoides,shrink,t
adult,adult,145.64,106.88,porites astreoides,shrink,t
juvenile,juvenile,9.91,8.74,porites astreoides,shrink,t
juvenile,juvenile,3.47,2.33,porites astreoides,shrink,t
intermediate,intermediate,91.61,74.47,porites astreoides,shrink,t
juvenile,juvenile,4.55,2.82,porites astreoides,shrink,t
adult,adult,126.29,110.43,porites astreoides,shrink,t
juvenile,juvenile,43.07,7.88,porites astreoides,shrink,t
juvenile,juvenile,21.62,15.41,porites astreoides,shrink,t
intermediate,intermediate,92.35,81.71,porites astreoides,shrink,t
intermediate,intermediate,58.87,50.07,porites astreoides,shrink,t
juvenile,juvenile,48.38,43.73,porites astreoides,shrink,t
juvenile,juvenile,40.75,32.4,porites astreoides,shrink,t
juvenile,juvenile,27.16,24.83,porites astreoides,shrink,t
adult,intermediate,117.39,62.06,porites astreoides,shrink,t
intermediate,juvenile,55.35,48.57,porites astreoides,shrink,t
juvenile,juvenile,4.5,3.49,porites astreoides,shrink,t
juvenile,juvenile,29.3,24,porites astreoides,shrink,t
NA,juvenile,0,2.78,porites astreoides,born,t
NA,juvenile,0,3.03,porites astreoides,born,t
NA,juvenile,0,2.45,porites astreoides,born,t
juvenile,dead,0.33,0,porites astreoides,dead,t
juvenile,dead,3.75,0,porites astreoides,dead,t
juvenile,juvenile,13.84,20.39,porites astreoides,grow,t
juvenile,intermediate,42.38,50.69,porites astreoides,grow,t
juvenile,juvenile,9.8,24.24,porites astreoides,grow,t
adult,adult,106.65,118.8,porites astreoides,grow,t
juvenile,intermediate,45.67,58.4,porites astreoides,grow,t
juvenile,juvenile,9.31,12.02,porites astreoides,grow,t
juvenile,juvenile,15.7,19.24,porites astreoides,grow,t
juvenile,juvenile,43.84,48.77,porites astreoides,grow,t
juvenile,juvenile,5.69,9.36,porites astreoides,grow,t
juvenile,juvenile,20.04,21.7,porites astreoides,grow,t
juvenile,juvenile,40.88,45.39,porites astreoides,grow,t
juvenile,juvenile,17.56,19.54,porites astreoides,grow,t
juvenile,juvenile,7.95,13.56,porites astreoides,grow,t
juvenile,juvenile,21.89,32.28,porites astreoides,grow,t
juvenile,juvenile,23.01,32.6,porites astreoides,grow,t
juvenile,juvenile,5.25,6.15,porites astreoides,grow,t
juvenile,juvenile,10.13,14.53,porites astreoides,grow,t
intermediate,intermediate,80.94,85.28,porites astreoides,grow,t
juvenile,juvenile,27.59,30.35,porites astreoides,grow,t
juvenile,juvenile,8.23,13.57,porites astreoides,grow,t
juvenile,juvenile,14.73,19.56,porites astreoides,grow,t
juvenile,intermediate,44.2,58.58,porites astreoides,grow,t
juvenile,juvenile,2.17,3.91,porites astreoides,grow,t
juvenile,juvenile,23.96,25.52,porites astreoides,grow,t
juvenile,intermediate,42.91,51.12,porites astreoides,grow,t
juvenile,juvenile,16.21,23.68,porites astreoides,grow,t
juvenile,intermediate,40.37,54.47,porites astreoides,grow,t
juvenile,juvenile,28.93,37.29,porites astreoides,grow,t
juvenile,intermediate,45.88,56.18,porites astreoides,grow,t
juvenile,intermediate,47.55,53.12,porites astreoides,grow,t
juvenile,juvenile,12.5,15.64,porites astreoides,grow,t
juvenile,juvenile,14.91,20.03,porites astreoides,grow,t
juvenile,juvenile,10.45,15.4,porites astreoides,grow,t
juvenile,juvenile,28.21,40.41,porites astreoides,grow,t
juvenile,juvenile,15.3,16.89,porites astreoides,grow,t
juvenile,juvenile,11.15,16.59,porites astreoides,grow,t
juvenile,juvenile,9.28,16.45,porites astreoides,grow,t
juvenile,juvenile,15.81,20.14,porites astreoides,grow,t
intermediate,intermediate,70.49,76.33,porites astreoides,grow,t
juvenile,juvenile,12.07,15.31,porites astreoides,grow,t
juvenile,juvenile,43.32,45.76,porites astreoides,grow,t
juvenile,juvenile,11.61,15.4,porites astreoides,grow,t
juvenile,juvenile,8.43,19.88,porites astreoides,grow,t
juvenile,juvenile,22.58,37.67,porites astreoides,grow,t
intermediate,intermediate,53.54,59.26,porites astreoides,grow,t
juvenile,juvenile,15.48,20.22,porites astreoides,grow,t
juvenile,intermediate,43.92,50.52,porites astreoides,grow,t
juvenile,juvenile,18.91,23.12,porites astreoides,grow,t
adult,adult,103.09,108.46,porites astreoides,grow,t
juvenile,juvenile,4.98,7.21,porites astreoides,grow,t
adult,adult,145.37,173.59,porites astreoides,grow,t
juvenile,juvenile,11.31,19.36,porites astreoides,grow,t
juvenile,juvenile,12.27,16.59,porites astreoides,grow,t
juvenile,juvenile,22.65,27.79,porites astreoides,grow,t
juvenile,juvenile,34.26,41.04,porites astreoides,grow,t
juvenile,juvenile,11.35,14.22,porites astreoides,grow,t
juvenile,juvenile,20.95,28.81,porites astreoides,grow,t
juvenile,juvenile,4.78,5.99,porites astreoides,grow,t
juvenile,juvenile,2.24,5.39,porites astreoides,grow,t
juvenile,juvenile,1.97,2.81,porites astreoides,grow,t
juvenile,juvenile,0.36,1.47,porites astreoides,grow,t
intermediate,intermediate,53,62.11,porites astreoides,grow,t
juvenile,juvenile,20.22,21.5,porites astreoides,grow,t
juvenile,juvenile,12.35,18.21,porites astreoides,grow,t
juvenile,juvenile,0.76,0.86,porites astreoides,grow,t
juvenile,juvenile,1.17,2.4,porites astreoides,grow,t
juvenile,juvenile,2.52,3.74,porites astreoides,grow,t
juvenile,juvenile,1.14,2.14,porites astreoides,grow,t
juvenile,juvenile,3.21,4.68,porites astreoides,grow,t
juvenile,juvenile,2.84,3.31,porites astreoides,grow,t
juvenile,juvenile,1.69,3.95,porites astreoides,grow,t
juvenile,juvenile,0.8,3.34,porites astreoides,grow,t
juvenile,juvenile,42.32,46.24,porites astreoides,grow,t
juvenile,juvenile,13.02,17.07,porites astreoides,grow,t
juvenile,juvenile,18.68,22.06,porites astreoides,grow,t
juvenile,juvenile,20.72,28.09,porites astreoides,grow,t
juvenile,juvenile,9.62,10.18,porites astreoides,grow,t
juvenile,juvenile,6.19,7.37,porites astreoides,grow,t
juvenile,juvenile,1.55,2.88,porites astreoides,grow,t
juvenile,juvenile,7.45,9.01,porites astreoides,grow,t
juvenile,juvenile,1.57,3.46,porites astreoides,grow,t
juvenile,juvenile,17.25,19.18,porites astreoides,n/s,t
juvenile,juvenile,1.49,19.18,porites astreoides,n/s,t
adult,adult,199.42,181.68,porites astreoides,n/s,t
adult,juvenile,199.42,21.37,porites astreoides,n/s,t
juvenile,juvenile,46.16,47.3,porites astreoides,same,t
juvenile,juvenile,28.16,28.35,porites astreoides,same,t
intermediate,intermediate,65.9,67.72,porites astreoides,same,t
juvenile,juvenile,37.44,36.89,porites astreoides,same,t
juvenile,juvenile,8.71,8.86,porites astreoides,same,t
juvenile,juvenile,5.69,5.53,porites astreoides,same,t
juvenile,juvenile,45.38,47.4,porites astreoides,same,t
juvenile,juvenile,28.95,29.87,porites astreoides,same,t
juvenile,juvenile,45.69,44.45,porites astreoides,same,t
intermediate,intermediate,92.17,89.6,porites astreoides,same,t
juvenile,juvenile,48.81,48.75,porites astreoides,same,t
juvenile,juvenile,1.23,1.28,porites astreoides,same,t
adult,adult,128.25,128.96,porites astreoides,same,t
juvenile,juvenile,5.45,5.37,porites astreoides,same,t
juvenile,juvenile,4.89,4.91,porites astreoides,same,t
juvenile,juvenile,29.38,29.84,porites astreoides,same,t
juvenile,juvenile,18.13,18.19,porites astreoides,same,t
juvenile,juvenile,3.04,2.91,porites astreoides,same,t
intermediate,intermediate,94.48,71.17,porites astreoides,shrink,t
juvenile,juvenile,42.07,29.93,porites astreoides,shrink,t
juvenile,juvenile,18.43,15.05,porites astreoides,shrink,t
intermediate,intermediate,67.95,56.94,porites astreoides,shrink,t
juvenile,juvenile,6.96,5.85,porites astreoides,shrink,t
juvenile,juvenile,47.56,40.7,porites astreoides,shrink,t
adult,adult,309.5,210.67,porites astreoides,shrink,t
juvenile,juvenile,40.15,33.46,porites astreoides,shrink,t
intermediate,intermediate,59.72,55.7,porites astreoides,shrink,t
juvenile,juvenile,47.69,33.75,porites astreoides,shrink,t
juvenile,juvenile,35.99,32.63,porites astreoides,shrink,t
juvenile,juvenile,7.13,5,porites astreoides,shrink,t
juvenile,juvenile,40.55,28.36,porites astreoides,shrink,t
juvenile,juvenile,10.18,9.43,porites astreoides,shrink,t
juvenile,juvenile,49.23,45.17,porites astreoides,shrink,t
juvenile,juvenile,34.03,30.12,porites astreoides,shrink,t
juvenile,juvenile,18.42,9.77,porites astreoides,shrink,t
juvenile,juvenile,37.18,35.33,porites astreoides,shrink,t
adult,juvenile,145.37,16.36,porites astreoides,shrink,t
juvenile,juvenile,18.74,12.42,porites astreoides,shrink,t
juvenile,juvenile,12.52,11.84,porites astreoides,shrink,t
juvenile,juvenile,32.6,29.11,porites astreoides,shrink,t
juvenile,juvenile,4.03,3.57,porites astreoides,shrink,t
juvenile,juvenile,7.96,7.48,porites astreoides,shrink,t
adult,adult,127.83,117.16,porites astreoides,shrink,t
juvenile,juvenile,35.69,31.4,porites astreoides,shrink,t
intermediate,intermediate,71.3,59.18,porites astreoides,shrink,t
juvenile,juvenile,29.84,27.19,porites astreoides,shrink,t
juvenile,juvenile,2.8,2.35,porites astreoides,shrink,t
juvenile,juvenile,17.28,15.84,porites astreoides,shrink,t
juvenile,juvenile,8.56,6.37,porites astreoides,shrink,t
juvenile,juvenile,5.31,3.45,porites astreoides,shrink,t
adult,adult,152.5,142.61,porites astreoides,shrink,t
NA,juvenile,0,1.27,porites astreoides,born,t
NA,juvenile,0,2.56,porites astreoides,born,t
NA,juvenile,0,0.89,porites astreoides,born,t
NA,juvenile,0,1.34,porites astreoides,born,t
NA,juvenile,0,1.06,porites astreoides,born,t
NA,juvenile,0,0.97,porites astreoides,born,t
NA,juvenile,0,3.53,porites astreoides,born,t
intermediate,dead,67.48,0,porites astreoides,dead,t
juvenile,dead,6.14,0,porites astreoides,dead,t
juvenile,juvenile,47.33,49.91,porites astreoides,grow,t
juvenile,juvenile,17.42,21.79,porites astreoides,grow,t
juvenile,juvenile,14.85,22.48,porites astreoides,grow,t
juvenile,juvenile,3.46,5.9,porites astreoides,grow,t
juvenile,juvenile,37.75,44.8,porites astreoides,grow,t
juvenile,juvenile,15.42,23.24,porites astreoides,grow,t
juvenile,juvenile,11.09,16,porites astreoides,grow,t
juvenile,juvenile,9.83,13.52,porites astreoides,grow,t
juvenile,juvenile,2.84,4.78,porites astreoides,grow,t
juvenile,juvenile,9.66,14.99,porites astreoides,grow,t
juvenile,juvenile,15.1,16.51,porites astreoides,grow,t
juvenile,juvenile,35.75,42.37,porites astreoides,grow,t
juvenile,juvenile,9.3,18.89,porites astreoides,grow,t
intermediate,intermediate,64.34,72.46,porites astreoides,grow,t
juvenile,juvenile,13.92,17.3,porites astreoides,grow,t
juvenile,juvenile,3.62,5.47,porites astreoides,grow,t
adult,adult,104.85,114.49,porites astreoides,grow,t
juvenile,juvenile,21.72,33.51,porites astreoides,grow,t
juvenile,juvenile,24.36,26.3,porites astreoides,grow,t
juvenile,juvenile,28.54,48.7,porites astreoides,grow,t
juvenile,juvenile,18.97,22.3,porites astreoides,grow,t
juvenile,juvenile,2.17,3.33,porites astreoides,grow,t
juvenile,juvenile,21.12,27.94,porites astreoides,grow,t
juvenile,juvenile,37.59,44.65,porites astreoides,grow,t
juvenile,juvenile,16.99,19.58,porites astreoides,grow,t
juvenile,juvenile,3.5,3.95,porites astreoides,grow,t
juvenile,juvenile,19.93,21.5,porites astreoides,grow,t
juvenile,juvenile,3.35,6.16,porites astreoides,grow,t
juvenile,juvenile,5.78,7.79,porites astreoides,grow,t
juvenile,juvenile,2.31,4.03,porites astreoides,grow,t
juvenile,juvenile,42.09,44.48,porites astreoides,grow,t
juvenile,juvenile,6.03,9.83,porites astreoides,grow,t
intermediate,intermediate,58.24,63.47,porites astreoides,grow,t
juvenile,juvenile,24.67,30.82,porites astreoides,grow,t
juvenile,juvenile,3,3.34,porites astreoides,grow,t
juvenile,juvenile,12.31,15.17,porites astreoides,grow,t
intermediate,intermediate,50.45,53.74,porites astreoides,grow,t
juvenile,juvenile,2.63,3.14,porites astreoides,grow,t
juvenile,juvenile,6.86,8.96,porites astreoides,grow,t
juvenile,juvenile,3.49,5.36,porites astreoides,grow,t
juvenile,juvenile,19.42,23.05,porites astreoides,grow,t
adult,adult,313.91,339.75,porites astreoides,grow,t
juvenile,juvenile,1.97,3.45,porites astreoides,grow,t
juvenile,juvenile,30.79,37.32,porites astreoides,grow,t
juvenile,juvenile,3.32,4.79,porites astreoides,grow,t
juvenile,juvenile,5.59,9.46,porites astreoides,grow,t
juvenile,juvenile,8.53,11,porites astreoides,grow,t
juvenile,juvenile,9.36,10.56,porites astreoides,grow,t
juvenile,juvenile,5.81,7.8,porites astreoides,grow,t
juvenile,juvenile,14.53,19.49,porites astreoides,grow,t
juvenile,juvenile,5.03,7.76,porites astreoides,grow,t
juvenile,juvenile,32.54,39.27,porites astreoides,grow,t
juvenile,juvenile,21.84,30.8,porites astreoides,grow,t
intermediate,adult,98.22,108.95,porites astreoides,grow,t
juvenile,juvenile,4.8,6.33,porites astreoides,grow,t
juvenile,juvenile,8.11,11.02,porites astreoides,grow,t
juvenile,juvenile,19.48,32.42,porites astreoides,grow,t
juvenile,juvenile,27.18,31.54,porites astreoides,grow,t
juvenile,juvenile,30.9,41.26,porites astreoides,grow,t
juvenile,juvenile,13.93,15.61,porites astreoides,grow,t
juvenile,juvenile,18.8,20.3,porites astreoides,grow,t
juvenile,juvenile,23.18,30.02,porites astreoides,grow,t
juvenile,juvenile,0.75,2.59,porites astreoides,grow,t
juvenile,juvenile,21.79,26.41,porites astreoides,grow,t
juvenile,juvenile,7.07,9.46,porites astreoides,grow,t
juvenile,juvenile,23.51,29.79,porites astreoides,grow,t
intermediate,intermediate,71.96,76.15,porites astreoides,grow,t
juvenile,juvenile,23.37,27.18,porites astreoides,grow,t
juvenile,intermediate,40.79,83.47,porites astreoides,grow,t
juvenile,juvenile,1.58,2.87,porites astreoides,grow,t
adult,adult,101.88,129.22,porites astreoides,grow,t
juvenile,juvenile,18.22,24.38,porites astreoides,grow,t
juvenile,juvenile,25.56,30.88,porites astreoides,grow,t
intermediate,intermediate,63.1,84.75,porites astreoides,grow,t
juvenile,juvenile,3.2,3.68,porites astreoides,grow,t
intermediate,intermediate,67.74,82.07,porites astreoides,grow,t
juvenile,juvenile,15.52,17.65,porites astreoides,grow,t
intermediate,intermediate,81.65,93.34,porites astreoides,grow,t
juvenile,juvenile,11.44,25.34,porites astreoides,grow,t
juvenile,juvenile,8.63,10.19,porites astreoides,grow,t
juvenile,juvenile,8.27,14.78,porites astreoides,grow,t
juvenile,juvenile,8.96,25.74,porites astreoides,grow,t
juvenile,juvenile,11.14,15.52,porites astreoides,grow,t
juvenile,juvenile,26.59,28.19,porites astreoides,grow,t
juvenile,juvenile,23.36,25.57,porites astreoides,grow,t
juvenile,juvenile,16.1,22.54,porites astreoides,grow,t
juvenile,juvenile,2,2.51,porites astreoides,grow,t
juvenile,juvenile,15.76,18.52,porites astreoides,grow,t
juvenile,juvenile,11.23,15.58,porites astreoides,grow,t
juvenile,juvenile,18.63,29.49,porites astreoides,grow,t
juvenile,juvenile,23.86,25.18,porites astreoides,grow,t
juvenile,juvenile,1.14,2.08,porites astreoides,grow,t
juvenile,juvenile,28.04,30.37,porites astreoides,grow,t
intermediate,intermediate,86.5,99.12,porites astreoides,grow,t
intermediate,adult,83.33,101.19,porites astreoides,grow,t
juvenile,juvenile,14.52,15.59,porites astreoides,grow,t
juvenile,juvenile,6.77,11.87,porites astreoides,grow,t
intermediate,intermediate,52.33,56.75,porites astreoides,grow,t
juvenile,juvenile,14.74,24.27,porites astreoides,grow,t
juvenile,intermediate,39.61,52.04,porites astreoides,grow,t
juvenile,juvenile,5.6,6.05,porites astreoides,grow,t
juvenile,juvenile,10.24,11.56,porites astreoides,grow,t
adult,adult,120.28,128.79,porites astreoides,grow,t
juvenile,juvenile,10.29,12.92,porites astreoides,grow,t
juvenile,juvenile,4.46,9.22,porites astreoides,grow,t
juvenile,juvenile,29.83,35.92,porites astreoides,grow,t
juvenile,juvenile,24.73,29.92,porites astreoides,grow,t
juvenile,juvenile,12.07,13.54,porites astreoides,grow,t
juvenile,juvenile,4.39,6.32,porites astreoides,grow,t
juvenile,juvenile,17.4,19.8,porites astreoides,grow,t
juvenile,juvenile,10.34,17.17,porites astreoides,grow,t
juvenile,juvenile,23.06,38.77,porites astreoides,grow,t
juvenile,juvenile,4.91,7.22,porites astreoides,grow,t
adult,adult,102.93,113.66,porites astreoides,grow,t
juvenile,juvenile,15.87,22.09,porites astreoides,grow,t
juvenile,juvenile,14.71,21.13,porites astreoides,grow,t
adult,adult,121.96,131.62,porites astreoides,grow,t
intermediate,intermediate,63.43,84.07,porites astreoides,grow,t
juvenile,juvenile,36.89,42.24,porites astreoides,grow,t
juvenile,juvenile,36.26,41.07,porites astreoides,grow,t
juvenile,juvenile,10.39,15.45,porites astreoides,grow,t
juvenile,juvenile,23.21,28.58,porites astreoides,grow,t
juvenile,juvenile,17.89,21.31,porites astreoides,grow,t
intermediate,intermediate,69.77,82.49,porites astreoides,grow,t
juvenile,intermediate,4.52,84.15,porites astreoides,n/s,t
juvenile,intermediate,14.57,66.23,porites astreoides,n/s,t
juvenile,intermediate,40.15,66.23,porites astreoides,n/s,t
intermediate,juvenile,73.93,18.85,porites astreoides,n/s,t
intermediate,juvenile,73.93,40.71,porites astreoides,n/s,t
intermediate,juvenile,61.02,22.7,porites astreoides,n/s,t
intermediate,juvenile,61.02,42.06,porites astreoides,n/s,t
intermediate,intermediate,66.84,84.15,porites astreoides,n/s,t
juvenile,intermediate,49.55,51.22,porites astreoides,same,t
juvenile,juvenile,36.56,37.66,porites astreoides,same,t
intermediate,intermediate,57.61,57.14,porites astreoides,same,t
intermediate,intermediate,87.33,86.95,porites astreoides,same,t
juvenile,juvenile,17.6,17.72,porites astreoides,same,t
intermediate,intermediate,60.29,59.56,porites astreoides,same,t
juvenile,juvenile,12.64,12.8,porites astreoides,same,t
juvenile,juvenile,16.4,16.83,porites astreoides,same,t
juvenile,juvenile,14.53,14.95,porites astreoides,same,t
intermediate,intermediate,50.57,51.78,porites astreoides,same,t
intermediate,intermediate,55.67,53.3,porites astreoides,same,t
juvenile,juvenile,3.26,3.37,porites astreoides,same,t
juvenile,juvenile,36.42,37.76,porites astreoides,same,t
juvenile,juvenile,14.84,14.25,porites astreoides,same,t
adult,adult,103.54,104.12,porites astreoides,same,t
juvenile,juvenile,13.35,13.59,porites astreoides,same,t
adult,adult,127.9,121.82,porites astreoides,same,t
juvenile,juvenile,4.51,4.39,porites astreoides,same,t
juvenile,juvenile,28.14,26.94,porites astreoides,same,t
intermediate,intermediate,86.7,89.3,porites astreoides,same,t
intermediate,intermediate,65.56,64.4,porites astreoides,same,t
juvenile,juvenile,34.88,35.6,porites astreoides,same,t
juvenile,juvenile,35.7,37.25,porites astreoides,same,t
juvenile,juvenile,14.47,14.47,porites astreoides,same,t
intermediate,intermediate,72.84,73.96,porites astreoides,same,t
intermediate,intermediate,95.28,94.83,porites astreoides,same,t
intermediate,juvenile,51.39,42.22,porites astreoides,shrink,t
juvenile,juvenile,39.1,36.6,porites astreoides,shrink,t
juvenile,juvenile,15.94,13.35,porites astreoides,shrink,t
