stage,fate,area1,area2,class,action,location
juvenile,juvenile,5.21,6.45,porites astreoides,grow,m
juvenile,juvenile,1.33,4.44,porites astreoides,grow,m
juvenile,juvenile,12.32,21.08,porites astreoides,grow,m
juvenile,juvenile,5.88,8.42,porites astreoides,grow,m
adult,adult,626.5,637.29,porites astreoides,same,m
juvenile,juvenile,8.2,8.22,porites astreoides,same,m
adult,adult,166.94,127.33,porites astreoides,shrink,m
juvenile,juvenile,14.56,9.54,porites astreoides,shrink,m
adult,intermediate,110.17,80.95,porites astreoides,shrink,m
juvenile,juvenile,2.69,0.33,porites astreoides,shrink,m
juvenile,juvenile,19.24,10.15,porites astreoides,shrink,m
intermediate,juvenile,95.32,37.19,porites astreoides,shrink,m
intermediate,juvenile,95.32,11,porites astreoides,shrink,m
juvenile,juvenile,26.12,12.89,porites astreoides,shrink,m
adult,intermediate,108.56,83.96,porites astreoides,shrink,m
juvenile,juvenile,3.1,2.73,porites astreoides,shrink,m
juvenile,juvenile,3.29,2.2,porites astreoides,shrink,m
juvenile,juvenile,10.84,10.16,porites astreoides,shrink,m
juvenile,juvenile,15.32,13.1,porites astreoides,shrink,m
adult,intermediate,149.45,56.3,porites astreoides,shrink,m
juvenile,juvenile,11.41,9.37,porites astreoides,shrink,m
juvenile,juvenile,2.44,2.09,porites astreoides,shrink,m
juvenile,juvenile,20.16,17.44,porites astreoides,shrink,m
NA,juvenile,0,1.36,porites astreoides,born,m
NA,juvenile,0,1.63,porites astreoides,born,m
NA,juvenile,0,0.91,porites astreoides,born,m
NA,juvenile,0,1.31,porites astreoides,born,m
NA,juvenile,0,0.68,porites astreoides,born,m
NA,juvenile,0,2.1,porites astreoides,born,m
NA,juvenile,0,2.11,porites astreoides,born,m
NA,juvenile,0,2.85,porites astreoides,born,m
NA,juvenile,0,3.3,porites astreoides,born,m
NA,juvenile,0,1.66,porites astreoides,born,m
NA,juvenile,0,1.86,porites astreoides,born,m
NA,juvenile,0,2.56,porites astreoides,born,m
NA,juvenile,0,1.67,porites astreoides,born,m
NA,juvenile,0,0.99,porites astreoides,born,m
NA,juvenile,0,1.23,porites astreoides,born,m
NA,juvenile,0,1,porites astreoides,born,m
NA,juvenile,0,1.35,porites astreoides,born,m
NA,juvenile,0,0.96,porites astreoides,born,m
juvenile,dead,1.44,0,porites astreoides,dead,m
adult,dead,273.13,0,porites astreoides,dead,m
juvenile,dead,4.03,0,porites astreoides,dead,m
intermediate,dead,79.43,0,porites astreoides,dead,m
juvenile,dead,7.02,0,porites astreoides,dead,m
juvenile,juvenile,7.98,15.12,porites astreoides,grow,m
intermediate,intermediate,50.04,63.94,porites astreoides,grow,m
intermediate,intermediate,59.72,78.48,porites astreoides,grow,m
juvenile,juvenile,9.82,22.36,porites astreoides,grow,m
juvenile,intermediate,49.35,56.89,porites astreoides,grow,m
juvenile,juvenile,4.14,6.16,porites astreoides,grow,m
intermediate,adult,91.27,155.35,porites astreoides,grow,m
juvenile,juvenile,1.46,5.02,porites astreoides,grow,m
juvenile,juvenile,31.25,36.7,porites astreoides,grow,m
intermediate,adult,78.77,126.94,porites astreoides,grow,m
adult,adult,185,217.43,porites astreoides,grow,m
juvenile,juvenile,10.85,25.75,porites astreoides,grow,m
juvenile,juvenile,14.68,26.64,porites astreoides,grow,m
juvenile,juvenile,1.84,5.67,porites astreoides,grow,m
juvenile,juvenile,1.43,2.64,porites astreoides,grow,m
juvenile,juvenile,10.2,14.34,porites astreoides,grow,m
intermediate,intermediate,53.41,70.44,porites astreoides,grow,m
adult,adult,103.46,130.3,porites astreoides,grow,m
intermediate,intermediate,69.35,85.02,porites astreoides,grow,m
juvenile,juvenile,5.55,15.93,porites astreoides,grow,m
adult,adult,138.82,168.92,porites astreoides,grow,m
juvenile,juvenile,6.12,6.65,porites astreoides,grow,m
juvenile,juvenile,10.71,28.46,porites astreoides,grow,m
juvenile,juvenile,9.21,11.81,porites astreoides,grow,m
juvenile,juvenile,3.59,4.55,porites astreoides,grow,m
juvenile,juvenile,10.03,17.2,porites astreoides,grow,m
juvenile,juvenile,4.81,8.97,porites astreoides,grow,m
juvenile,juvenile,5.86,10.5,porites astreoides,grow,m
juvenile,juvenile,2.51,3.2,porites astreoides,grow,m
juvenile,juvenile,2.82,5.84,porites astreoides,grow,m
adult,adult,206.08,252.33,porites astreoides,grow,m
juvenile,juvenile,1.17,2.65,porites astreoides,grow,m
juvenile,intermediate,49.47,55.13,porites astreoides,grow,m
adult,adult,283.16,302.89,porites astreoides,grow,m
juvenile,juvenile,1.93,2.56,porites astreoides,grow,m
juvenile,juvenile,3.35,10.79,porites astreoides,grow,m
juvenile,juvenile,7.38,12.22,porites astreoides,grow,m
juvenile,juvenile,9.18,14.58,porites astreoides,grow,m
juvenile,juvenile,5.97,9.96,porites astreoides,grow,m
juvenile,juvenile,4.19,11.75,porites astreoides,grow,m
juvenile,juvenile,4.32,11.15,porites astreoides,grow,m
intermediate,intermediate,73.55,97.33,porites astreoides,grow,m
juvenile,juvenile,8,9.14,porites astreoides,grow,m
intermediate,intermediate,60.84,84.81,porites astreoides,grow,m
juvenile,juvenile,5.47,9.26,porites astreoides,grow,m
juvenile,juvenile,13.61,14.93,porites astreoides,grow,m
intermediate,intermediate,55.43,68.54,porites astreoides,grow,m
juvenile,juvenile,9.13,12.93,porites astreoides,grow,m
intermediate,adult,91.44,125.48,porites astreoides,grow,m
juvenile,juvenile,17.21,22.57,porites astreoides,grow,m
juvenile,juvenile,13.7,21.72,porites astreoides,grow,m
juvenile,juvenile,5.92,8.73,porites astreoides,grow,m
juvenile,intermediate,35.25,54.45,porites astreoides,grow,m
juvenile,juvenile,8.37,10.2,porites astreoides,grow,m
juvenile,intermediate,35.11,71.02,porites astreoides,grow,m
juvenile,juvenile,18.96,26.21,porites astreoides,grow,m
intermediate,adult,71.11,124.91,porites astreoides,grow,m
intermediate,adult,93,112.6,porites astreoides,grow,m
intermediate,adult,86.54,100.49,porites astreoides,grow,m
juvenile,juvenile,19.25,38.01,porites astreoides,grow,m
juvenile,juvenile,17.78,21.71,porites astreoides,grow,m
juvenile,juvenile,8.96,20.35,porites astreoides,grow,m
juvenile,juvenile,1.44,2.68,porites astreoides,grow,m
juvenile,juvenile,3.89,7.57,porites astreoides,grow,m
juvenile,juvenile,16.54,19.24,porites astreoides,grow,m
juvenile,juvenile,4.24,9.77,porites astreoides,grow,m
juvenile,juvenile,5.81,16.25,porites astreoides,grow,m
juvenile,juvenile,6.91,26.56,porites astreoides,grow,m
juvenile,juvenile,4,7.27,porites astreoides,grow,m
juvenile,juvenile,1.83,4.25,porites astreoides,grow,m
juvenile,juvenile,2.2,3.22,porites astreoides,grow,m
juvenile,juvenile,4.81,8.41,porites astreoides,grow,m
juvenile,juvenile,2.09,3.76,porites astreoides,grow,m
juvenile,juvenile,4.2,6.23,porites astreoides,grow,m
juvenile,juvenile,2.61,7.56,porites astreoides,grow,m
juvenile,juvenile,2.41,5.37,porites astreoides,grow,m
juvenile,juvenile,0.82,1.58,porites astreoides,grow,m
juvenile,juvenile,12.09,21.01,porites astreoides,grow,m
juvenile,juvenile,2.63,4.44,porites astreoides,grow,m
juvenile,juvenile,2.18,3.47,porites astreoides,grow,m
juvenile,juvenile,2.69,7.54,porites astreoides,grow,m
juvenile,juvenile,3.33,6.12,porites astreoides,grow,m
juvenile,juvenile,2.21,5.22,porites astreoides,grow,m
juvenile,juvenile,12.86,16.75,porites astreoides,grow,m
juvenile,juvenile,2.69,6.54,porites astreoides,grow,m
juvenile,juvenile,1.81,3.08,porites astreoides,grow,m
juvenile,juvenile,2.14,5.41,porites astreoides,grow,m
juvenile,juvenile,4.45,6.71,porites astreoides,grow,m
juvenile,juvenile,0.52,3.12,porites astreoides,grow,m
juvenile,juvenile,4.35,7.52,porites astreoides,grow,m
juvenile,juvenile,10.06,9.52,porites astreoides,n/s,m
juvenile,juvenile,10.06,8.61,porites astreoides,n/s,m
juvenile,intermediate,49.03,51.19,porites astreoides,same,m
adult,adult,336.12,330.55,porites astreoides,same,m
adult,adult,379.16,394.32,porites astreoides,same,m
juvenile,juvenile,40.19,40.12,porites astreoides,same,m
intermediate,intermediate,61.31,62.37,porites astreoides,same,m
intermediate,intermediate,66.25,64.67,porites astreoides,same,m
intermediate,intermediate,55.27,54.81,porites astreoides,same,m
adult,adult,212.95,179.18,porites astreoides,shrink,m
intermediate,juvenile,57.62,44.95,porites astreoides,shrink,m
juvenile,juvenile,2.26,2.07,porites astreoides,shrink,m
juvenile,juvenile,22.87,18.58,porites astreoides,shrink,m
juvenile,juvenile,4.23,3.12,porites astreoides,shrink,m
intermediate,juvenile,78.15,40.88,porites astreoides,shrink,m
juvenile,juvenile,5.96,5.12,porites astreoides,shrink,m
juvenile,juvenile,41.17,16.78,porites astreoides,shrink,m
juvenile,juvenile,4.08,3.8,porites astreoides,shrink,m
adult,adult,143.71,134.07,dlab,shrink,m
NA,juvenile,0,2.3,porites astreoides,born,m
NA,juvenile,0,2.42,porites astreoides,born,m
NA,juvenile,0,3.46,porites astreoides,born,m
NA,juvenile,0,2.06,porites astreoides,born,m
NA,juvenile,0,1.75,porites astreoides,born,m
NA,juvenile,0,3.91,porites astreoides,born,m
NA,juvenile,0,2.64,porites astreoides,born,m
NA,juvenile,0,1.67,porites astreoides,born,m
NA,juvenile,0,0.68,porites astreoides,born,m
juvenile,dead,49.63,0,porites astreoides,dead,m
juvenile,juvenile,7.26,14.88,porites astreoides,grow,m
juvenile,juvenile,11.8,21.39,porites astreoides,grow,m
adult,adult,128.99,177.9,porites astreoides,grow,m
juvenile,juvenile,2.93,4.7,porites astreoides,grow,m
juvenile,juvenile,8.58,19.55,porites astreoides,grow,m
juvenile,intermediate,20.64,64.07,porites astreoides,grow,m
juvenile,juvenile,10.47,19.98,porites astreoides,grow,m
juvenile,juvenile,21.14,31.06,porites astreoides,grow,m
juvenile,juvenile,10.92,17.39,porites astreoides,grow,m
intermediate,adult,72.08,106.14,porites astreoides,grow,m
juvenile,juvenile,3.59,7.36,porites astreoides,grow,m
juvenile,juvenile,14.95,21.48,porites astreoides,grow,m
juvenile,juvenile,25.4,34.88,porites astreoides,grow,m
juvenile,juvenile,18.86,22.48,porites astreoides,grow,m
intermediate,adult,89.07,105.16,porites astreoides,grow,m
juvenile,intermediate,38.44,57.53,porites astreoides,grow,m
juvenile,juvenile,4.44,16.7,porites astreoides,grow,m
juvenile,intermediate,41.04,87,porites astreoides,grow,m
juvenile,adult,48.9,113.37,porites astreoides,grow,m
juvenile,juvenile,21.09,30.81,porites astreoides,grow,m
juvenile,juvenile,9.44,14,porites astreoides,grow,m
juvenile,juvenile,11.06,22.44,porites astreoides,grow,m
juvenile,juvenile,2.89,5.41,porites astreoides,grow,m
juvenile,juvenile,15.65,25.01,porites astreoides,grow,m
juvenile,juvenile,11.01,27.27,porites astreoides,grow,m
juvenile,juvenile,10.14,15.47,porites astreoides,grow,m
juvenile,juvenile,7.21,16.01,porites astreoides,grow,m
juvenile,juvenile,3.71,7.35,porites astreoides,grow,m
juvenile,juvenile,4.58,6.56,porites astreoides,grow,m
intermediate,intermediate,57.99,93.53,porites astreoides,grow,m
juvenile,juvenile,0.79,2.18,porites astreoides,grow,m
juvenile,juvenile,3.69,4.1,porites astreoides,grow,m
juvenile,juvenile,6.51,12.34,porites astreoides,grow,m
intermediate,adult,99.36,121.77,porites astreoides,grow,m
juvenile,juvenile,2.82,7.4,porites astreoides,grow,m
juvenile,juvenile,0.89,2.42,porites astreoides,grow,m
juvenile,juvenile,2.14,2.38,porites astreoides,grow,m
juvenile,juvenile,0.97,2.39,porites astreoides,grow,m
juvenile,juvenile,1.3,2.82,porites astreoides,grow,m
juvenile,juvenile,2.83,11.17,porites astreoides,grow,m
juvenile,juvenile,1.76,4.72,porites astreoides,grow,m
juvenile,juvenile,2.16,11.06,porites astreoides,grow,m
juvenile,juvenile,42.3,41.72,porites astreoides,same,m
juvenile,juvenile,28.9,28.31,porites astreoides,same,m
juvenile,juvenile,33.89,34.24,porites astreoides,same,m
adult,adult,137.6,128.4,porites astreoides,shrink,m
intermediate,intermediate,77.4,55.83,porites astreoides,shrink,m
adult,intermediate,104.61,87.36,porites astreoides,shrink,m
juvenile,juvenile,2.3,1.22,porites astreoides,shrink,m
intermediate,juvenile,81.98,6.22,dlab,shrink,m
NA,juvenile,0,2.28,porites astreoides,born,m
NA,juvenile,0,1.72,porites astreoides,born,m
NA,juvenile,0,1.2,porites astreoides,born,m
NA,juvenile,0,0.97,porites astreoides,born,m
NA,juvenile,0,3.22,porites astreoides,born,m
juvenile,dead,8,0,porites astreoides,dead,m
intermediate,dead,61.54,0,porites astreoides,dead,m
adult,adult,302.35,358.55,porites astreoides,grow,m
intermediate,intermediate,53.68,72.43,porites astreoides,grow,m
juvenile,juvenile,26.71,39.87,porites astreoides,grow,m
juvenile,juvenile,6.16,14.89,porites astreoides,grow,m
intermediate,intermediate,63.84,86.28,porites astreoides,grow,m
juvenile,juvenile,7.69,16.04,porites astreoides,grow,m
intermediate,adult,90,109.33,porites astreoides,grow,m
juvenile,juvenile,29.47,45.34,porites astreoides,grow,m
adult,adult,167.26,187.37,porites astreoides,grow,m
juvenile,juvenile,2.9,6.21,porites astreoides,grow,m
intermediate,adult,86.22,129.51,porites astreoides,grow,m
juvenile,juvenile,7.04,13.77,porites astreoides,grow,m
juvenile,juvenile,3.29,5.07,porites astreoides,grow,m
juvenile,juvenile,2.28,4.32,porites astreoides,grow,m
intermediate,adult,81.74,102.1,porites astreoides,grow,m
adult,adult,144.03,167.01,porites astreoides,grow,m
juvenile,intermediate,37.84,55.1,porites astreoides,grow,m
juvenile,juvenile,4.31,10.3,porites astreoides,grow,m
adult,adult,178.05,205.41,porites astreoides,grow,m
juvenile,juvenile,8.47,12.37,porites astreoides,grow,m
juvenile,juvenile,10.16,10.74,porites astreoides,grow,m
juvenile,juvenile,7.69,10.44,porites astreoides,grow,m
juvenile,intermediate,48.33,70.84,porites astreoides,grow,m
juvenile,juvenile,18.21,21.23,porites astreoides,grow,m
juvenile,juvenile,19.81,25.67,porites astreoides,grow,m
juvenile,juvenile,31.98,39.75,porites astreoides,grow,m
juvenile,intermediate,43.08,54.91,porites astreoides,grow,m
adult,adult,203.17,220.46,dlab,grow,m
juvenile,juvenile,29.53,36.27,porites astreoides,grow,m
adult,adult,227.73,265.85,porites astreoides,grow,m
juvenile,juvenile,5.7,9.37,porites astreoides,grow,m
juvenile,juvenile,4.22,10.67,porites astreoides,grow,m
juvenile,juvenile,28.8,45.96,porites astreoides,grow,m
intermediate,intermediate,55.18,59.76,porites astreoides,grow,m
juvenile,juvenile,7.44,11.74,porites astreoides,grow,m
juvenile,intermediate,24.45,57.88,porites astreoides,grow,m
adult,adult,175.92,188.73,porites astreoides,grow,m
adult,adult,216.56,228.56,dlab,grow,m
adult,adult,103.36,139,porites astreoides,grow,m
juvenile,juvenile,12.05,18.34,porites astreoides,grow,m
juvenile,juvenile,9.6,24.31,porites astreoides,grow,m
adult,adult,293.7,310.7,dlab,grow,m
juvenile,juvenile,29.46,34.95,porites astreoides,grow,m
juvenile,juvenile,38.61,46.23,porites astreoides,grow,m
juvenile,intermediate,47.31,54.94,porites astreoides,grow,m
juvenile,juvenile,11.93,15.27,porites astreoides,grow,m
adult,adult,131.94,145.97,porites astreoides,grow,m
intermediate,intermediate,67.22,79.36,dlab,grow,m
juvenile,intermediate,46.9,61.07,porites astreoides,grow,m
adult,adult,366.02,389.99,porites astreoides,grow,m
juvenile,juvenile,12.08,31.15,porites astreoides,grow,m
juvenile,juvenile,21.74,27.91,porites astreoides,grow,m
juvenile,juvenile,4.81,6.06,porites astreoides,grow,m
adult,adult,134.3,146.38,porites astreoides,grow,m
juvenile,juvenile,36.3,49.9,porites astreoides,grow,m
adult,adult,105.17,133,porites astreoides,grow,m
intermediate,intermediate,59.04,65.96,porites astreoides,grow,m
adult,adult,180.77,241.71,porites astreoides,grow,m
juvenile,juvenile,5.82,13.39,porites astreoides,grow,m
juvenile,juvenile,6.44,11.46,porites astreoides,grow,m
juvenile,juvenile,6.16,12.59,porites astreoides,grow,m
juvenile,juvenile,2.17,4.03,porites astreoides,grow,m
juvenile,juvenile,3.03,6.3,porites astreoides,grow,m
juvenile,juvenile,1.45,2.48,porites astreoides,grow,m
juvenile,juvenile,5.02,9.8,porites astreoides,grow,m
juvenile,juvenile,23.31,38.22,porites astreoides,grow,m
juvenile,juvenile,4.79,10.78,porites astreoides,grow,m
juvenile,juvenile,4.94,7.92,porites astreoides,grow,m
juvenile,intermediate,36.4,59.69,porites astreoides,grow,m
juvenile,juvenile,4.38,6.83,porites astreoides,grow,m
juvenile,juvenile,10.61,13.56,porites astreoides,grow,m
juvenile,juvenile,4.87,8.07,porites astreoides,grow,m
juvenile,juvenile,25.75,32.79,porites astreoides,grow,m
juvenile,juvenile,1.94,4.27,porites astreoides,grow,m
juvenile,juvenile,2.87,8.27,porites astreoides,grow,m
juvenile,juvenile,6.03,10.89,porites astreoides,grow,m
juvenile,juvenile,6.97,9.82,porites astreoides,grow,m
juvenile,juvenile,7.18,12.7,porites astreoides,grow,m
adult,juvenile,229.29,25.48,porites astreoides,n/s,m
adult,adult,229.29,224.87,porites astreoides,n/s,m
juvenile,juvenile,7.38,7.17,porites astreoides,same,m
adult,adult,165.19,170.09,porites astreoides,same,m
adult,adult,118.7,124.54,porites astreoides,same,m
adult,adult,348.77,365.1,porites astreoides,same,m
adult,adult,427.34,439.79,porites astreoides,same,m
juvenile,juvenile,24.09,23.64,porites astreoides,same,m
adult,adult,186.69,189,porites astreoides,same,m
adult,adult,133.82,138.57,porites astreoides,same,m
adult,adult,223.57,214.54,porites astreoides,same,m
juvenile,juvenile,8.19,8.15,porites astreoides,same,m
juvenile,juvenile,43.45,44.37,dlab,same,m
juvenile,juvenile,15.98,12.27,porites astreoides,shrink,m
adult,adult,150.86,126.56,porites astreoides,shrink,m
juvenile,juvenile,9.85,8.93,porites astreoides,shrink,m
intermediate,juvenile,60.76,44.35,dlab,shrink,m
adult,adult,145.19,131.19,porites astreoides,shrink,m
juvenile,juvenile,19.99,17.29,porites astreoides,shrink,m
intermediate,juvenile,53.83,33.5,porites astreoides,shrink,m
NA,juvenile,0,2.14,porites astreoides,born,m
NA,juvenile,0,3.97,porites astreoides,born,m
NA,juvenile,0,1.36,porites astreoides,born,m
NA,juvenile,0,1.5,porites astreoides,born,m
NA,juvenile,0,2.15,porites astreoides,born,m
NA,juvenile,0,0.98,porites astreoides,born,m
NA,juvenile,0,2.23,porites astreoides,born,m
NA,juvenile,0,0.73,porites astreoides,born,m
NA,juvenile,0,2.67,porites astreoides,born,m
NA,juvenile,0,2.91,porites astreoides,born,m
NA,juvenile,0,3.95,porites astreoides,born,m
NA,juvenile,0,2.5,porites astreoides,born,m
NA,juvenile,0,2.07,porites astreoides,born,m
juvenile,dead,7.4,0,porites astreoides,dead,m
adult,dead,327.64,0,porites astreoides,dead,m
adult,dead,106.27,0,dlab,dead,m
juvenile,dead,9.56,0,porites astreoides,dead,m
juvenile,dead,16.48,0,porites astreoides,dead,m
juvenile,dead,8.88,0,porites astreoides,dead,m
juvenile,dead,19.13,0,porites astreoides,dead,m
adult,adult,432.14,465.22,porites astreoides,grow,m
adult,adult,148.46,177.41,porites astreoides,grow,m
juvenile,juvenile,2.16,6.53,porites astreoides,grow,m
adult,adult,185.31,195.46,porites astreoides,grow,m
juvenile,juvenile,20.7,27.06,porites astreoides,grow,m
adult,adult,160.76,192.77,porites astreoides,grow,m
juvenile,juvenile,19.95,26.96,porites astreoides,grow,m
juvenile,juvenile,6.95,13.05,porites astreoides,grow,m
juvenile,juvenile,26.75,34.05,porites astreoides,grow,m
juvenile,intermediate,22.61,94.48,porites astreoides,grow,m
intermediate,intermediate,53.55,74.56,porites astreoides,grow,m
juvenile,juvenile,24.51,30.57,porites astreoides,grow,m
juvenile,juvenile,27.33,39.62,dlab,grow,m
intermediate,intermediate,90.21,95.07,porites astreoides,grow,m
juvenile,juvenile,12.35,16.9,porites astreoides,grow,m
adult,adult,112.59,118.32,dlab,grow,m
intermediate,intermediate,78.49,98.84,porites astreoides,grow,m
juvenile,juvenile,22.42,34.17,porites astreoides,grow,m
juvenile,juvenile,16.3,41.54,porites astreoides,grow,m
juvenile,juvenile,33,44.22,porites astreoides,grow,m
juvenile,juvenile,30.37,47.35,porites astreoides,grow,m
juvenile,juvenile,36.65,46.97,porites astreoides,grow,m
juvenile,intermediate,21.29,59.63,porites astreoides,grow,m
juvenile,intermediate,24.69,59.63,porites astreoides,grow,m
juvenile,juvenile,26.48,48.71,porites astreoides,grow,m
intermediate,intermediate,59.59,67.42,porites astreoides,grow,m
juvenile,juvenile,9.6,15.09,porites astreoides,grow,m
juvenile,intermediate,32.81,52.23,porites astreoides,grow,m
juvenile,juvenile,18.77,30.67,porites astreoides,grow,m
intermediate,intermediate,60.21,78.63,porites astreoides,grow,m
juvenile,juvenile,19.65,25.67,porites astreoides,grow,m
juvenile,juvenile,10.29,18.87,porites astreoides,grow,m
juvenile,juvenile,12.87,27.54,porites astreoides,grow,m
juvenile,juvenile,12.75,23.89,porites astreoides,grow,m
juvenile,juvenile,9,20.61,porites astreoides,grow,m
juvenile,juvenile,2.45,6.76,porites astreoides,grow,m
juvenile,juvenile,1.4,2.76,porites astreoides,grow,m
juvenile,juvenile,3.34,12.25,porites astreoides,grow,m
juvenile,intermediate,24.44,59.47,porites astreoides,grow,m
juvenile,juvenile,4.29,8.1,porites astreoides,grow,m
juvenile,juvenile,7.19,11.78,porites astreoides,grow,m
juvenile,juvenile,3.4,5.69,porites astreoides,grow,m
juvenile,juvenile,4.18,7.29,porites astreoides,grow,m
juvenile,juvenile,3.14,3.52,porites astreoides,grow,m
juvenile,juvenile,16.19,23.19,porites astreoides,grow,m
juvenile,juvenile,39.96,39.97,porites astreoides,same,m
adult,adult,271.98,266.69,porites astreoides,same,m
intermediate,intermediate,72.87,73.69,porites astreoides,same,m
adult,adult,211.61,220.13,porites astreoides,same,m
adult,adult,148.02,150.19,porites astreoides,same,m
adult,adult,151.77,149.05,porites astreoides,same,m
juvenile,juvenile,25.28,26.31,porites astreoides,same,m
juvenile,juvenile,15.21,14.78,porites astreoides,same,m
adult,adult,108.81,113.89,porites astreoides,same,m
intermediate,intermediate,74,74.52,porites astreoides,same,m
adult,adult,176.94,179.74,dlab,same,m
adult,adult,403.63,406.82,porites astreoides,same,m
intermediate,intermediate,66.03,53.83,dlab,shrink,m
juvenile,juvenile,3.18,2.38,porites astreoides,shrink,m
juvenile,juvenile,43.36,21.15,porites astreoides,shrink,m
adult,intermediate,101.1,92.9,porites astreoides,shrink,m
juvenile,juvenile,48.76,38.58,porites astreoides,shrink,m
intermediate,intermediate,88.52,61.49,porites astreoides,shrink,m
adult,adult,176.56,166.26,porites astreoides,shrink,m
adult,juvenile,110.53,34.99,porites astreoides,shrink,m
adult,juvenile,146.87,49.65,dlab,shrink,m
juvenile,juvenile,3.99,3.16,porites astreoides,shrink,m
juvenile,juvenile,3.67,3.19,porites astreoides,shrink,m
NA,juvenile,0,1.18,porites astreoides,born,m
NA,juvenile,0,2.5,porites astreoides,born,m
NA,juvenile,0,2.16,porites astreoides,born,m
NA,juvenile,0,2.01,porites astreoides,born,m
NA,juvenile,0,1.49,porites astreoides,born,m
NA,juvenile,0,2.43,porites astreoides,born,m
NA,juvenile,0,2.01,porites astreoides,born,m
NA,juvenile,0,1.24,porites astreoides,born,m
NA,juvenile,0,2.8,porites astreoides,born,m
juvenile,juvenile,9.91,37.89,porites astreoides,grow,m
juvenile,juvenile,5.92,37.89,porites astreoides,grow,m
juvenile,intermediate,37.4,51.14,porites astreoides,grow,m
intermediate,adult,89.35,148.74,porites astreoides,grow,m
juvenile,adult,30.43,148.74,porites astreoides,grow,m
adult,adult,301.3,328.61,porites astreoides,grow,m
adult,adult,412.13,432.97,porites astreoides,grow,m
juvenile,juvenile,24.19,35.26,porites astreoides,grow,m
adult,adult,210.33,246.47,porites astreoides,grow,m
intermediate,intermediate,56.11,67.4,porites astreoides,grow,m
juvenile,juvenile,17.84,41.22,porites astreoides,grow,m
juvenile,intermediate,38.37,54.03,porites astreoides,grow,m
juvenile,juvenile,18.43,29.51,porites astreoides,grow,m
adult,adult,433.31,460.68,porites astreoides,grow,m
juvenile,juvenile,12.66,27.51,porites astreoides,grow,m
juvenile,intermediate,43.55,50.09,porites astreoides,grow,m
intermediate,intermediate,53.72,57.43,porites astreoides,grow,m
juvenile,juvenile,7.67,15.94,porites astreoides,grow,m
juvenile,juvenile,0.68,1.71,porites astreoides,grow,m
juvenile,juvenile,1.68,3.97,porites astreoides,grow,m
juvenile,juvenile,1.4,3.01,porites astreoides,grow,m
juvenile,juvenile,4.62,7.86,porites astreoides,grow,m
juvenile,juvenile,13.22,17.3,porites astreoides,grow,m
juvenile,juvenile,1.55,5.98,porites astreoides,grow,m
juvenile,juvenile,5.5,12,porites astreoides,grow,m
juvenile,juvenile,11.61,11.27,porites astreoides,same,m
intermediate,intermediate,93.1,97.41,porites astreoides,same,m
juvenile,juvenile,45.09,43.77,dlab,same,m
juvenile,juvenile,23.1,23.94,porites astreoides,same,m
juvenile,juvenile,2.39,2.5,porites astreoides,same,m
juvenile,juvenile,16.14,12.74,porites astreoides,shrink,m
adult,adult,195.25,180.42,porites astreoides,shrink,m
intermediate,intermediate,75.84,56.73,porites astreoides,shrink,m
NA,juvenile,0,3.17,porites astreoides,born,m
NA,juvenile,0,2.34,porites astreoides,born,m
NA,juvenile,0,2.45,porites astreoides,born,m
NA,juvenile,0,0.62,porites astreoides,born,m
NA,juvenile,0,2.24,porites astreoides,born,m
NA,juvenile,0,1.79,porites astreoides,born,m
adult,dead,239.26,0,porites astreoides,dead,m
juvenile,dead,43.28,0,porites astreoides,dead,m
juvenile,juvenile,5.78,10.42,porites astreoides,grow,m
juvenile,juvenile,8.89,14.43,porites astreoides,grow,m
intermediate,adult,85.26,100.57,porites astreoides,grow,m
juvenile,juvenile,2.5,3.46,porites astreoides,grow,m
intermediate,intermediate,64.71,77.62,porites astreoides,grow,m
intermediate,adult,82.29,125.02,porites astreoides,grow,m
adult,adult,105.33,124.37,porites astreoides,grow,m
juvenile,juvenile,4.38,6.78,porites astreoides,grow,m
juvenile,juvenile,17.15,20.65,porites astreoides,grow,m
adult,adult,223.57,265.95,porites astreoides,grow,m
juvenile,juvenile,41.79,47.93,porites astreoides,grow,m
juvenile,juvenile,6.49,11.17,porites astreoides,grow,m
intermediate,intermediate,68.08,79.21,porites astreoides,grow,m
juvenile,juvenile,24.51,37.17,porites astreoides,grow,m
juvenile,juvenile,16.48,33.15,porites astreoides,grow,m
juvenile,juvenile,30.58,36.8,porites astreoides,grow,m
juvenile,juvenile,11.37,19.76,porites astreoides,grow,m
juvenile,juvenile,38.61,44.36,porites astreoides,grow,m
juvenile,juvenile,11.51,25.69,porites astreoides,grow,m
juvenile,juvenile,14.6,39.61,porites astreoides,grow,m
juvenile,juvenile,7.07,11.16,porites astreoides,grow,m
juvenile,juvenile,7.47,16.26,porites astreoides,grow,m
intermediate,intermediate,58.86,83.63,porites astreoides,grow,m
juvenile,intermediate,35.51,54.48,porites astreoides,grow,m
juvenile,intermediate,36.39,71.29,porites astreoides,grow,m
juvenile,juvenile,22.01,38.71,porites astreoides,grow,m
adult,adult,105.9,141.7,porites astreoides,grow,m
intermediate,intermediate,57.29,71.45,porites astreoides,grow,m
juvenile,juvenile,2.62,5.23,porites astreoides,grow,m
juvenile,juvenile,5.41,6.61,porites astreoides,grow,m
intermediate,adult,96.71,116.48,dlab,grow,m
juvenile,juvenile,18.24,25.62,porites astreoides,grow,m
